data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,notif_accum_year
2022-10-02,202240,163,115,633,111,0.67398,63.1176,0,1,410830420224019260,2022-10-14,0,1,258248,17,88.655,0,0,1,75.6075,60.78805,20.225,23.5,104227
2022-09-25,202239,161,148,236,146,0.630051,62.3432,0,1,410830420223919300,2022-10-14,0,1,258248,16,100,0,0,1,93.0472666666667,82.4799666666667,16.8205,18.3333333333333,104227
2022-09-18,202238,156,150,185,149,0.347266,60.4071,0,1,410830420223819260,2022-10-14,0,1,258248,15,100,0,0,1,92.786125,79.355775,16.6701,19.75,104227
2022-09-11,202237,145,141,157,141,0.0448919,56.1476,0,1,410830420223719300,2022-10-14,0,1,258248,13.5,95.2931,0,0,1,86.489425,78.841975,16.138875,19.25,104227
2022-09-04,202236,169,166,179,166,0.140864,65.441,0,1,410830420223619260,2022-10-14,0,1,258248,13,NA,0,0,1,NA,NA,NA,NA,104227
2022-08-28,202235,167,165,175,166,0.0538119,64.6665,0,1,410830420223519300,2022-10-14,0,1,258248,12.5,89.8073833333333,0,0,1,71.2808666666667,54.9737,17.25265,22,104227
2022-08-21,202234,199,197,206,197,0.40849,77.0577,0,2,410830420223419260,2022-10-14,1,1,258248,14.1428571428571,85.7583,0,0,1,69.1254428571429,46.7628857142857,19.3788285714286,26.2857142857143,104227
2022-08-14,202233,202,201,209,201,0.165121,78.2194,0,2,410830420223319300,2022-10-14,1,1,258248,12.1428571428571,89.4049,0,0,1,69.4080714285714,43.8587,17.0436042857143,22.7142857142857,104227
2022-08-07,202232,196,195,201,196,0.00104507,75.896,0,2,410830420223219260,2022-10-14,3,1,258248,12,97.3359714285714,0,0,1,81.9167857142857,60.1692142857143,15.8095142857143,21.2857142857143,104227
2022-07-31,202231,210,210,215,210,1.96124e-6,81.3172,0,2,410830420223119300,2022-10-14,3,1,258248,14.2857142857143,90.1367571428571,0,0,1,75.8916285714286,58.9208714285714,17.6561571428571,22.4285714285714,104227
2022-07-24,202230,250,250,250,251,5.39687e-8,96.8062,0,4,410830420223019260,2022-10-14,4,1,258248,15.2857142857143,85.8928428571429,0,0,1,71.1638428571429,45.5004857142857,19.5810271428571,26,104227
2022-07-17,202229,331,331,331,331,2.35251e-6,128.171,0,4,410830420222919300,2022-10-14,8,1,258248,14.4285714285714,93.2324714285714,0,0,2,80.5231714285714,60.7407571428571,17.698388571428598,22.1428571428571,104227
2022-07-10,202228,334,334,334,334,1.43147e-9,129.333,0,4,410830420222819260,2022-10-14,8,1,258248,15,87.6664428571429,0,0,2,71.8453857142857,53.7728142857143,19.4194571428571,24.7142857142857,104227
2022-07-03,202227,526,526,526,526,0.459461,203.68,0,4,410830420222719300,2022-10-14,10,1,258248,16.5714285714286,83.4811285714286,0,0,2,63.3710714285714,41.6477714285714,21.9431714285714,27.8571428571429,104227
2022-06-26,202226,490,490,490,490,0.0174308,189.74,0,4,410830420222619260,2022-10-14,3,1,258248,12.8571428571429,97.2786428571429,0,0,2,81.9895428571429,57.5714428571429,17.2093714285714,23.5714285714286,104227
2022-06-19,202225,553,553,553,553,0.011455,214.135,0,4,410830420222519300,2022-10-14,6,1,258248,15.7142857142857,96.6752571428571,0,0,2,85.9602285714286,68.2991428571429,18.6783,23.4285714285714,104227
2022-06-12,202224,518,518,518,518,1.72506e-12,200.582,0,4,410830420222419260,2022-10-14,5,1,258248,8,95.5342285714286,0,0,2,78.9070428571429,51.9919285714286,13.3690371428571,19.5714285714286,104227
2022-06-05,202223,613,613,613,613,2.22045e-16,237.369,0,4,410830420222319300,2022-10-14,5,1,258248,14.1428571428571,96.4503428571429,0,0,2,90.5591714285714,80.2582,16.0685757142857,18.5714285714286,104227
2022-05-29,202222,711,711,711,711,1.11022e-16,275.317,0,4,410830420222219260,2022-10-14,21,1,258248,10.8571428571429,100,0,0,2,91.5590857142857,77.2595857142857,14.0572,17.8571428571429,104227
2022-05-22,202221,1013,1013,1013,1013,0.0454831,392.259,0,4,410830420222119300,2022-10-14,21,1,258248,14.5714285714286,94.7554,0,0,2,79.1868,57.6948571428571,18.4436142857143,23.8571428571429,104227
2022-05-15,202220,1033,1033,1033,1033,0.913925,400.003,0,4,410830420222019260,2022-10-14,15,1,258248,9.42857142857143,100,0,0,2,81.4699428571429,51.5809571428571,12.625,17.2857142857143,104227
2022-05-08,202219,1250,1250,1250,1250,1,484.031,0,4,410830420221919300,2022-10-14,30,2,258248,13.5714285714286,100,0,1,2,88.9491857142857,70.3148571428571,16.7664857142857,21,104227
2022-05-01,202218,1015,1015,1015,1015,1,393.033,0,4,410830420221819260,2022-10-14,13,2,258248,15.1428571428571,99.1517857142857,0,1,2,91.8647714285714,78.5264428571429,18.2653714285714,22.4285714285714,104227
2022-04-24,202217,719,719,719,719,1,278.415,0,4,410830420221719300,2022-10-14,8,2,258248,20.2857142857143,94.2362142857143,1,1,2,77.7783,60.8606857142857,24.6282285714286,29.5714285714286,104227
2022-04-17,202216,609,609,609,609,1,235.82,0,3,410830420221619260,2022-10-14,10,2,258248,15.5714285714286,95.6837,0,1,2,81.1001142857143,55.8098857142857,19.7409571428571,26.2857142857143,104227
2022-04-10,202215,411,411,411,411,1,159.149,0,3,410830420221519300,2022-10-14,6,1,258248,16.1428571428571,98.291,0,1,2,84.5742428571429,67.0343142857143,20.0451285714286,24.4285714285714,104227
2022-04-03,202214,313,313,313,313,0.999954,121.201,0,3,410830420221419260,2022-10-14,8,1,258248,19.8571428571429,96.6458714285714,0,1,1,86.8856571428571,72.5176571428571,22.7559571428571,26.4285714285714,104227
2022-03-27,202213,280,280,280,280,1,108.423,0,3,410830420221319300,2022-10-14,2,2,258248,15.5714285714286,93.0842142857143,0,1,1,76.4723571428571,54.2800285714286,20.8036428571429,27.1428571428571,104227
2022-03-20,202212,230,230,230,230,1,89.0617,0,3,410830420221219260,2022-10-14,5,2,258248,17.4285714285714,95.9938571428571,0,1,1,79.5355714285714,56.0063285714286,22.1088,27.8571428571429,104227
2022-03-13,202211,166,166,166,166,0.999987,64.2793,0,3,410830420221119300,2022-10-14,6,2,258248,19.7142857142857,100,0,1,1,84.5737857142857,58.4476142857143,23.2142857142857,28.1428571428571,104227
2022-03-06,202210,105,105,105,105,0.966827,40.6586,0,3,410830420221019260,2022-10-14,2,1,258248,22.4285714285714,95.9911571428571,1,1,1,78.0402857142857,54.5944714285714,26.3690571428571,31.8571428571429,104227
2022-02-27,202209,106,106,106,106,0.998399,41.0458,0,2,410830420220919300,2022-10-14,3,2,258248,23.1428571428571,99.1701428571429,1,1,1,77.5657571428571,42.3234142857143,27.0547714285714,33.7142857142857,104227
2022-02-20,202208,72,72,72,72,0.833145,27.8802,0,1,410830420220819260,2022-10-14,2,1,258248,22.1428571428571,93.8275571428571,1,0,1,67.2612857142857,36.1211428571429,27.5714285714286,35.4285714285714,104227
2022-02-13,202207,70,70,70,70,0.665175,27.1057,0,1,410830420220719300,2022-10-14,3,1,258248,20.7142857142857,85.0598857142857,1,0,1,56.9118142857143,28.9375714285714,26.9722142857143,34.2857142857143,104227
2022-02-06,202206,53,53,53,53,0.0102356,20.5229,0,1,410830420220619260,2022-10-14,4,1,258248,19.4285714285714,89.2698,0,0,1,57.9309571428571,29.5155142857143,25.2619,31.5714285714286,104227
2022-01-30,202205,59,59,59,59,0.00202614,22.8463,0,2,410830420220519300,2022-10-14,1,1,258248,22.5714285714286,96.7421857142857,1,0,1,75.7484142857143,52.0419285714286,26.6862428571429,31.7142857142857,104227
2022-01-23,202204,77,77,77,77,0.00923353,29.8163,0,2,410830420220419260,2022-10-14,7,1,258248,23.5714285714286,96.8122142857143,1,0,1,77.6477857142857,52.5765857142857,27.2519857142857,32.5714285714286,104227
2022-01-16,202203,109,109,109,109,0.0296739,42.2075,0,2,410830420220319300,2022-10-14,4,1,258248,25.2857142857143,81.8768857142857,1,0,1,54.5165571428571,31.1721285714286,30.6067857142857,36.5714285714286,104227
2022-01-09,202202,86,86,86,86,2.40432e-8,33.3013,0,2,410830420220219260,2022-10-14,15,0,258248,21,97.6034,1,0,1,68.8694714285714,34.2619571428571,26.8571571428571,33.8571428571429,104227
2022-01-02,202201,136,136,136,136,4.05592e-4,52.6626,0,2,410830420220119300,2022-10-14,13,1,258248,21.5714285714286,96.0657,1,0,1,70.3456571428571,41.7806714285714,26.7538857142857,32.8571428571429,104227
2021-12-26,202152,192,192,192,192,0.116831,74.3471,0,2,410830420215219260,2022-10-14,9,1,258248,20.7142857142857,82.5474142857143,1,0,1,51.2851,22.8526571428571,28.3918285714286,36.7142857142857,104227
2021-12-19,202151,188,188,188,188,0.0252718,72.7982,0,1,410830420215119300,2022-10-14,3,1,258248,22.7142857142857,82.9417714285714,1,0,1,53.5432428571429,28.1075428571429,28.7669857142857,35.4285714285714,104227
2021-12-12,202150,224,224,224,224,0.42442,86.7383,0,1,410830420215019260,2022-10-14,18,1,258248,23.1428571428571,92.5229857142857,1,0,1,64.0166285714286,36.8318714285714,28.6834571428571,35.1428571428571,104227
2021-12-05,202149,237,237,237,237,0.787905,91.7722,0,1,410830420214919300,2022-10-14,2,1,258248,18.7142857142857,94.3741285714286,0,0,1,56.4983,28.5571857142857,26.117,33.2857142857143,104227
2021-11-28,202148,230,230,230,230,0.783212,89.0617,0,1,410830420214819260,2022-10-14,2,1,258248,17.1428571428571,100,0,0,1,67.7184714285714,33.5978857142857,24.1163,31.7142857142857,104227
2021-11-21,202147,229,229,229,229,0.730929,88.6745,0,1,410830420214719300,2022-10-14,3,1,258248,20,99.1392142857143,0,0,1,67.9343285714286,34.8790428571429,26.0456428571429,33,104227
2021-11-14,202146,192,192,192,192,0.0591568,74.3471,0,1,410830420214619260,2022-10-14,3,1,258248,19.4285714285714,92.0592142857143,0,0,1,71.7356,44.6343,24.4183,30.5714285714286,104227
2021-11-07,202145,236,236,236,236,0.204348,91.385,0,1,410830420214519300,2022-10-14,0,1,258248,20.1428571428571,91.9682142857143,1,0,1,70.4779285714286,42.7962,24.8479285714286,30.5714285714286,104227
2021-10-31,202144,202,202,202,202,1.7916e-6,78.2194,0,1,410830420214419260,2022-10-14,1,1,258248,20,100,0,0,1,72.2779,39.4648857142857,25.5865714285714,32.7142857142857,104227
2021-10-24,202143,236,236,236,236,5.75887e-5,91.385,0,1,410830420214319300,2022-10-14,7,1,258248,17.8571428571429,89.6680142857143,0,0,1,65.2601428571429,34.5216571428571,23.7786857142857,30.8571428571429,104227
2021-10-17,202142,311,311,311,311,0.782887,120.427,0,1,410830420214219260,2022-10-14,2,1,258248,15.7142857142857,96.6211571428571,0,0,1,70.0067857142857,37.2253857142857,21.3422857142857,28.1428571428571,104227
2021-10-10,202141,409,409,409,409,1,158.375,0,1,410830420214119300,2022-10-14,2,2,258248,18.2,97.6371,0,1,2,78.36546,47.6498,23.01524,28.4,104227
2021-10-03,202140,257,257,257,257,0.48685,99.5167,0,1,410830420214019260,2022-10-14,0,1,258248,18.15,NA,0,0,1,NA,NA,NA,NA,104227
2021-09-26,202139,232,232,232,232,0.401729,89.8361,0,1,410830420213919300,2022-10-04,1,1,258248,18.1,NA,0,0,1,NA,NA,NA,NA,104227
2021-09-19,202138,303,303,303,303,0.999975,117.329,0,2,410830420213819260,2022-10-01,1,1,258248,18.05,NA,0,1,1,NA,NA,NA,NA,104227
2021-09-12,202137,227,227,227,227,0.941377,87.9,0,2,4.1083042021371923e+17,2022-09-22,0,1,258248,18,88.1001,0,0,1,60.2828,35.8416,24.7826,34,104227
2021-09-05,202136,204,204,204,204,0.774366,78.9938,0,2,410830420213619260,2022-09-17,0,1,258248,16,95.1244571428571,0,0,1,70.7305571428571,36.5229571428571,21.7793285714286,28.5714285714286,104227
2021-08-29,202135,201,201,201,201,0.756719,77.8322,0,2,4.1083042021351923e+17,2022-09-16,0,1,258248,17.7142857142857,83.1043571428571,0,0,1,59.5669,31.8991714285714,23.5385142857143,30.2857142857143,104227
2021-08-22,202134,167,167,167,167,0.395261,64.6665,0,3,410830420213419260,2022-09-07,0,1,258248,16,88.4864571428571,0,0,1,68.3917857142857,50.3358571428571,21.2310714285714,26.4285714285714,104227
2021-08-15,202133,221,221,221,221,0.999944,85.5767,0,3,4.1083042021331923e+17,2022-08-24,1,2,258248,17,88.5061428571429,0,1,1,58.4645428571429,30.3021,24.5099714285714,32.7142857142857,104227
2021-08-08,202132,159,159,159,159,0.98256,61.5687,0,3,410830420213219200,2022-08-20,6,1,258248,14,92.4427428571429,0,1,1,78.6898714285714,56.9612,17.5417857142857,23.1428571428571,104227
2021-08-01,202131,166,166,166,166,0.998456,64.2793,0,1,4.1083042021311923e+17,2022-08-17,0,1,258248,10.8571428571429,92.3101714285714,0,1,1,68.1191857142857,34.8315428571429,16.8807142857143,25,104227
2021-07-25,202130,49,49,49,49,0.107981,18.974,0,1,410830420213019200,2022-08-05,1,1,258248,6.57142857142857,92.4170142857143,0,0,0,66.5067,34.7355857142857,13.4531471428571,22.1428571428571,104227
2021-07-18,202129,63,63,63,63,0.359374,24.3952,0,1,4.1083042021291917e+17,2022-07-21,3,1,258248,7.71428571428571,93.2455285714286,0,0,1,67.4078714285714,32.5616857142857,13.9949542857143,22.5714285714286,104227
2021-07-11,202128,55,55,55,55,0.0342463,21.2974,0,1,410830420212819200,2022-07-21,3,1,258248,13.7142857142857,92.4953571428571,0,0,1,74.9493857142857,45.7099142857143,18.4084857142857,24,104227
2021-07-04,202127,74,74,74,74,0.0747221,28.6546,0,1,4.1083042021271917e+17,2022-07-14,8,1,258248,12,96.4433714285714,0,0,1,74.8250714285714,41.8823857142857,17.1472285714286,25.4285714285714,104227
2021-06-27,202126,63,63,63,63,1.29773e-4,24.3952,0,1,410830420212619200,2022-07-06,8,1,258248,5.28571428571429,99.0648571428571,0,0,1,82.276,43.8555714285714,10.1743128571429,18.5714285714286,104227
2021-06-20,202125,94,94,94,94,0.0156213,36.3991,0,1,4.1083042021251917e+17,2022-06-28,1,1,258248,15,99.1392142857143,0,0,1,88.1975857142857,71.1131285714286,18.2300571428571,22,104227
2021-06-13,202124,118,118,118,118,0.0599278,45.6925,0,1,410830420212419140,2022-06-21,5,1,258248,11.3333333333333,100,0,0,1,92.1242166666667,76.5055833333333,13.9304333333333,17.1666666666667,104227
2021-06-06,202123,117,117,117,117,0.00114692,45.3053,0,1,4.1083042021231917e+17,2022-06-14,17,1,258248,16.5,100,0,0,1,91.94025,85.75,18.1875,19.5,104227
2021-05-30,202122,150,150,150,150,0.00153498,58.0837,0,1,410830420212219140,2022-06-02,10,1,258248,9,100,0,0,1,79.9367,50.74295,13.72915,20.5,104227
2021-05-23,202121,146,146,146,146,5.72312e-8,56.5348,0,2,4.1083042021211917e+17,2022-06-02,6,1,258248,10.3888888888889,NA,0,0,1,NA,NA,NA,NA,104227
2021-05-16,202120,214,214,214,214,1.67357e-5,82.8661,0,2,410830420212019140,2022-05-27,9,1,258248,11.7777777777778,NA,0,0,1,NA,NA,NA,NA,104227
2021-05-09,202119,246,246,246,246,9.16542e-8,95.2573,0,2,410830420211919100,2022-05-24,4,1,258248,13.1666666666667,NA,0,0,1,NA,NA,NA,NA,104227
2021-05-02,202118,287,287,287,287,4.53545e-7,111.133,0,2,410830420211819140,2022-05-13,13,1,258248,14.5555555555556,NA,0,0,1,NA,NA,NA,NA,104227
2021-04-25,202117,400,400,400,400,0.285339,154.89,0,4,410830420211719100,2022-05-06,18,1,258248,15.9444444444444,NA,0,0,1,NA,NA,NA,NA,104227
2021-04-18,202116,448,448,448,448,0.976909,173.477,0,3,410830420211619140,2022-04-23,3,1,258248,17.3333333333333,97.9615,0,1,2,NA,NA,NA,NA,104227
2021-04-11,202115,425,425,425,425,0.994781,164.57,0,3,410830420211519100,2022-04-23,4,1,258248,18.4166666666667,NA,0,1,2,NA,NA,NA,NA,104227
2021-04-04,202114,395,395,395,395,0.997355,152.954,0,3,410830420211419100,2022-04-14,6,1,258248,19.5,93.99665,0,1,1,NA,NA,NA,NA,104227
2021-03-28,202113,365,365,365,365,0.966016,141.337,0,2,410830420211319100,2022-04-01,10,1,258248,22,100,1,1,1,NA,NA,NA,NA,104227
2021-03-21,202112,297,297,297,297,0.0216463,115.006,0,2,410830420211219100,2022-04-01,3,1,258248,23,100,1,0,1,NA,NA,NA,NA,104227
2021-03-14,202111,297,297,297,297,9.70461e-5,115.006,0,2,410830420211119100,2022-03-23,3,1,258248,20,99,0,0,1,NA,NA,NA,NA,104227
2021-03-07,202110,346,346,346,346,1.03295e-4,133.98,0,2,410830420211019100,2022-03-17,15,1,258248,17,100,0,0,1,NA,NA,NA,NA,104227
2021-02-28,202109,401,401,401,401,0.00147261,155.277,0,4,410830420210919040,2022-03-10,11,1,258248,22,94,1,0,1,NA,NA,NA,NA,104227
2021-02-21,202108,420,420,420,420,0.0922952,162.634,0,4,410830420210819100,2022-03-03,12,1,258248,21,94,1,0,2,NA,NA,NA,NA,104227
2021-02-14,202107,580,580,580,580,1,224.59,0,3,410830420210719040,2022-02-23,7,2,258248,18,100,0,1,2,NA,NA,NA,NA,104227
2021-02-07,202106,466,466,466,466,1,180.447,0,3,410830420210619e3,2022-02-16,5,1,258248,19,98,0,1,2,NA,NA,NA,NA,104227
2021-01-31,202105,387,387,387,387,0.99979,149.856,0,2,410830420210519040,2022-02-12,10,1,258248,19,100,0,1,1,NA,NA,NA,NA,104227
2021-01-24,202104,285,285,285,285,0.660899,110.359,0,3,410830420210419e3,2022-02-12,4,1,258248,22,100,1,0,1,NA,NA,NA,NA,104227
2021-01-17,202103,298,298,298,298,0.997944,115.393,0,3,410830420210319040,2022-02-12,2,1,258248,21,100,1,1,1,NA,NA,NA,NA,104227
2021-01-10,202102,298,298,298,298,0.999997,115.393,0,1,410830420210219e3,2022-02-12,10,2,258248,22,98,1,1,1,NA,NA,NA,NA,104227
2021-01-03,202101,253,253,253,253,0.944084,97.9678,0,1,410830420210119040,2022-02-12,6,1,258248,21,97,1,0,1,NA,NA,NA,NA,104227
2020-12-27,202053,121,121,121,121,1.38778e-13,46.8542,0,2,410830420205319040,2022-02-12,1,0,258248,20,100,0,0,1,NA,NA,NA,NA,104227
2020-12-20,202052,230,230,230,230,0.00548673,89.0617,0,2,410830420205219e3,2022-02-12,0,1,258248,20,NA,0,0,1,NA,NA,NA,NA,104227
2020-12-13,202051,272,272,272,272,0.159665,105.325,0,2,410830420205119040,2022-02-12,0,1,258248,20,NA,0,0,1,NA,NA,NA,NA,104227
2020-12-06,202050,310,310,310,310,0.673057,120.04,0,2,410830420205019e3,2022-02-12,0,1,258248,20,NA,0,0,1,NA,NA,NA,NA,104227
2020-11-29,202049,277,277,277,277,0.390518,107.261,0,3,410830420204919040,2022-02-12,0,1,258248,20,NA,0,0,1,NA,NA,NA,NA,104227
2020-11-22,202048,324,324,324,324,0.998822,125.461,0,3,410830420204819e3,2022-02-12,0,1,258248,20,86,0,1,1,NA,NA,NA,NA,104227
2020-11-15,202047,296,296,296,296,0.999274,114.619,0,3,410830420204719040,2022-02-12,2,1,258248,17,99,0,1,1,NA,NA,NA,NA,104227
2020-11-08,202046,247,247,247,247,0.965989,95.6445,0,2,410830420204619e3,2022-02-12,9,1,258248,19,97,0,1,1,NA,NA,NA,NA,104227
2020-11-01,202045,211,211,211,211,0.890447,81.7044,0,3,410830420204519040,2022-02-12,4,1,258248,15,83,0,0,1,NA,NA,NA,NA,104227
2020-10-25,202044,214,214,214,214,0.999008,82.8661,0,3,410830420204419e3,2022-02-12,10,1,258248,18,91,0,1,1,NA,NA,NA,NA,104227
2020-10-18,202043,209,209,209,209,0.999978,80.93,0,2,410830420204319040,2022-02-12,8,2,258248,21,84,1,1,1,NA,NA,NA,NA,104227
2020-10-11,202042,133,133,133,133,0.7191,51.5009,0,2,410830420204219e3,2022-02-12,11,1,258248,18,93,0,0,1,NA,NA,NA,NA,104227
2020-10-04,202041,134,134,134,134,0.906784,51.8881,0,3,410830420204119040,2022-02-12,6,1,258248,18,94,0,0,1,NA,NA,NA,NA,104227
2020-09-27,202040,123,123,123,123,0.961976,47.6286,0,3,410830420204019e3,2022-02-12,5,1,258248,21,85,1,1,1,NA,NA,NA,NA,104227
2020-09-20,202039,122,122,122,122,0.997994,47.2414,0,3,410830420203919040,2022-02-12,4,2,258248,16,82,0,1,1,NA,NA,NA,NA,104227
2020-09-13,202038,96,96,96,96,0.962752,37.1736,0,1,410830420203819e3,2022-02-12,3,1,258248,18,93,0,1,1,NA,NA,NA,NA,104227
2020-09-06,202037,75,75,75,75,0.744376,29.0419,0,1,410830420203719040,2022-02-12,5,1,258248,19,91,0,0,1,NA,NA,NA,NA,104227
2020-08-30,202036,71,71,71,71,0.830971,27.493,0,1,410830420203619e3,2022-02-12,3,1,258248,16,92,0,0,1,NA,NA,NA,NA,104227
2020-08-23,202035,75,75,75,75,0.925052,29.0419,0,1,410830420203519040,2022-02-12,3,1,258248,16,78,0,0,1,NA,NA,NA,NA,104227
2020-08-16,202034,53,53,53,53,0.182138,20.5229,0,1,410830420203419e3,2022-02-12,1,1,258248,11,95,0,0,1,NA,NA,NA,NA,104227
2020-08-09,202033,54,54,54,54,0.156575,20.9101,0,1,410830420203319040,2022-02-12,15,1,258248,15,93,0,0,1,NA,NA,NA,NA,104227
2020-08-02,202032,66,66,66,66,0.60553,25.5568,0,1,410830420203219e3,2022-02-12,5,1,258248,15,86,0,0,1,NA,NA,NA,NA,104227
2020-07-26,202031,70,70,70,70,0.785048,27.1057,0,1,410830420203119040,2022-02-12,5,1,258248,10,95,0,0,1,NA,NA,NA,NA,104227
2020-07-19,202030,60,60,60,60,0.451824,23.2335,0,1,410830420203019e3,2022-02-12,10,1,258248,15,90,0,0,1,NA,NA,NA,NA,104227
2020-07-12,202029,62,62,62,62,0.148846,24.0079,0,1,410830420202919040,2022-02-12,26,1,258248,14,95,0,0,1,NA,NA,NA,NA,104227
2020-07-05,202028,61,61,61,61,2.03243e-4,23.6207,0,1,410830420202819e3,2022-02-12,8,1,258248,13,100,0,0,1,NA,NA,NA,NA,104227
2020-06-28,202027,50,50,50,50,8.35821e-10,19.3612,0,1,410830420202719040,2022-02-12,1,0,258248,9,98,0,0,0,NA,NA,NA,NA,104227
2020-06-21,202026,109,109,109,109,0.192862,42.2075,0,1,410830420202619e3,2022-02-12,27,1,258248,14,93,0,0,1,NA,NA,NA,NA,104227
2020-06-14,202025,170,170,170,170,0.998239,65.8282,0,1,410830420202519040,2022-02-12,12,1,258248,16,95,0,1,1,NA,NA,NA,NA,104227
2020-06-07,202024,109,109,109,109,0.0031153,42.2075,0,2,410830420202419e3,2022-02-12,10,1,258248,17,97,0,0,1,NA,NA,NA,NA,104227
2020-05-31,202023,95,95,95,95,1.11422e-12,36.7863,0,2,410830420202319040,2022-02-12,2,0,258248,12,100,0,0,1,NA,NA,NA,NA,104227
2020-05-24,202022,143,143,143,143,1.11022e-15,55.3731,0,2,410830420202219e3,2022-02-12,8,0,258248,9,100,0,0,1,NA,NA,NA,NA,104227
2020-05-17,202021,205,205,205,205,0,79.3811,0,2,410830420202119040,2022-02-12,19,0,258248,14,96,0,0,1,NA,NA,NA,NA,104227
2020-05-10,202020,289,289,289,289,0,111.908,0,4,410830420202019e3,2022-02-12,15,1,258248,13,97,0,0,1,NA,NA,NA,NA,104227
2020-05-03,202019,430,430,430,430,7.07197e-9,166.507,0,4,410830420201919040,2022-02-12,24,1,258248,10,97,0,0,2,NA,NA,NA,NA,104227
2020-04-26,202018,554,554,554,554,2.55872e-7,214.522,0,4,410830420201819e3,2022-02-12,21,1,258248,19,93,0,0,2,NA,NA,NA,NA,104227
2020-04-19,202017,607,607,607,607,0,235.045,0,4,410830420201719040,2022-02-12,11,1,258248,16,97,0,0,2,NA,NA,NA,NA,104227
2020-04-12,202016,652,652,652,652,0,252.47,0,4,410830420201619e3,2022-02-12,34,1,258248,11,99,0,0,2,NA,NA,NA,NA,104227
2020-04-05,202015,919,919,919,919,0,355.859,0,4,410830420201519040,2022-02-12,55,1,258248,13,99,0,0,2,NA,NA,NA,NA,104227
2020-03-29,202014,1260,1260,1260,1260,0,487.903,0,4,410830420201419e3,2022-02-12,31,1,258248,19,97,0,0,2,NA,NA,NA,NA,104227
2020-03-22,202013,1426,1426,1426,1426,0,552.182,0,4,410830420201319040,2022-02-12,47,1,258248,19,93,0,0,2,NA,NA,NA,NA,104227
2020-03-15,202012,1826,1826,1826,1826,0,707.072,0,4,410830420201219e3,2022-02-12,155,1,258248,20,96,0,0,2,NA,NA,NA,NA,104227
2020-03-08,202011,2618,2618,2618,2618,0.990914,1013.75,0,4,410830420201119040,2022-02-12,109,1,258248,22,86,1,1,2,NA,NA,NA,NA,104227
2020-03-01,202010,2904,2904,2904,2904,1,1124.5,0,4,410830420201019e3,2022-02-12,68,1,258248,18,95,0,1,2,NA,NA,NA,NA,104227
2020-02-23,202009,2608,2608,2608,2608,1,1009.88,0,4,410830420200919040,2022-02-12,67,2,258248,18,98,0,1,2,NA,NA,NA,NA,104227
2020-02-16,202008,1940,1940,1940,1940,1,751.216,0,4,410830420200819e3,2022-02-12,51,2,258248,22,92,1,1,2,NA,NA,NA,NA,104227
2020-02-09,202007,1694,1694,1694,1694,1,655.959,0,4,410830420200719040,2022-02-12,38,2,258248,22,93,1,1,2,NA,NA,NA,NA,104227
2020-02-02,202006,997,997,997,997,1,386.063,0,4,410830420200619e3,2022-02-12,8,2,258248,22,97,1,1,2,NA,NA,NA,NA,104227
2020-01-26,202005,729,729,729,729,1,282.287,0,3,410830420200519040,2022-02-12,16,2,258248,21,99,1,1,2,NA,NA,NA,NA,104227
2020-01-19,202004,523,523,523,523,1,202.519,0,3,410830420200419e3,2022-02-12,5,2,258248,21,99,1,1,2,NA,NA,NA,NA,104227
2020-01-12,202003,333,333,333,333,1,128.946,0,3,410830420200319040,2022-02-12,3,2,258248,23,100,1,1,1,NA,NA,NA,NA,104227
2020-01-05,202002,265,265,265,265,1,102.615,0,1,410830420200219e3,2022-02-12,5,2,258248,23,98,1,1,1,NA,NA,NA,NA,104227
2019-12-29,202001,141,141,141,141,0.0875235,54.5987,0,1,410830420200119040,2022-02-12,5,1,258248,22,98,1,0,1,NA,NA,NA,NA,104227
2019-12-22,201952,162,162,162,162,0.272242,62.7304,0,1,410830420195219e3,2022-02-12,3,1,258248,19,99,0,0,1,NA,NA,NA,NA,104227
2019-12-15,201951,156,156,156,156,0.17685,60.4071,0,1,410830420195119040,2022-02-12,5,1,258248,21,97,1,0,1,NA,NA,NA,NA,104227
2019-12-08,201950,188,188,188,188,0.821196,72.7982,0,1,410830420195019e3,2022-02-12,7,1,258248,20,96,1,0,1,NA,NA,NA,NA,104227
2019-12-01,201949,174,174,174,174,0.538936,67.3771,0,1,410830420194919040,2022-02-12,8,1,258248,18,97,0,0,1,NA,NA,NA,NA,104227
2019-11-24,201948,160,160,160,160,0.274351,61.9559,0,2,410830420194819e3,2022-02-12,4,1,258248,21,91,1,0,1,NA,NA,NA,NA,104227
2019-11-17,201947,185,185,185,185,0.823035,71.6366,0,2,410830420194719040,2022-02-12,3,1,258248,21,87,1,0,1,NA,NA,NA,NA,104227
2019-11-10,201946,166,166,166,166,0.489893,64.2793,0,2,410830420194619e3,2022-02-12,13,1,258248,20,94,0,0,1,NA,NA,NA,NA,104227
2019-11-03,201945,174,174,174,174,0.688568,67.3771,0,2,410830420194519040,2022-02-12,12,1,258248,22,96,1,0,1,NA,NA,NA,NA,104227
2019-10-27,201944,154,154,154,154,0.577206,59.6326,0,3,410830420194419e3,2022-02-12,1,1,258248,22,87,1,0,1,NA,NA,NA,NA,104227
